Date_dt,Province,No_Deaths
2020-10-16,Newfoundland and Labrador,4
2020-10-16,Northwest Territories,0
2020-10-16,Nova Scotia,65
2020-10-16,Nunavut,0
2020-10-16,Ontario,3089
2020-10-16,Prince Edward Island,0
2020-10-16,Quebec,6065
2020-10-16,Saskatchewan,25
2020-10-16,Yukon,0
2020-10-17,Alberta,288
2020-10-17,British Columbia,251
2020-10-17,Manitoba,38
2020-10-17,New Brunswick,2
2020-10-17,Newfoundland and Labrador,4
2020-10-17,Northwest Territories,0
2020-10-17,Nova Scotia,65
2020-10-17,Nunavut,0
2020-10-17,Ontario,3090
2020-10-17,Prince Edward Island,0
2020-10-17,Quebec,6072
2020-10-17,Saskatchewan,25
2020-10-17,Yukon,0
2020-10-18,Alberta,288
2020-10-18,British Columbia,251
2020-10-18,Manitoba,40
2020-10-18,New Brunswick,3
2020-10-18,Newfoundland and Labrador,4
2020-10-18,Northwest Territories,0
2020-10-18,Nova Scotia,65
2020-10-18,Nunavut,0
2020-10-18,Ontario,3101
2020-10-18,Prince Edward Island,0
2020-10-18,Quebec,6082
2020-10-18,Saskatchewan,25
2020-10-18,Yukon,0
2020-10-19,Alberta,292
2020-10-19,British Columbia,253
2020-10-19,Manitoba,42
2020-10-19,New Brunswick,3
2020-10-19,Newfoundland and Labrador,4
2020-10-19,Northwest Territories,0
2020-10-19,Nova Scotia,65
2020-10-19,Nunavut,0
2020-10-19,Ontario,3103
2020-10-19,Prince Edward Island,0
2020-10-19,Quebec,6103
2020-10-19,Saskatchewan,25
2020-10-19,Yukon,0
2020-10-20,Alberta,293
2020-10-20,British Columbia,254
2020-10-20,Manitoba,42
2020-10-20,New Brunswick,3
2020-10-20,Newfoundland and Labrador,4
2020-10-20,Northwest Territories,0
2020-10-20,Nova Scotia,65
2020-10-20,Nunavut,0
2020-10-20,Ontario,3107
2020-10-20,Prince Edward Island,0
2020-10-20,Quebec,6115
2020-10-20,Saskatchewan,25
2020-10-20,Yukon,0
2020-10-21,Alberta,296
2020-10-21,British Columbia,256
2020-10-21,Manitoba,43
2020-10-21,New Brunswick,4
2020-10-21,Newfoundland and Labrador,4
2020-10-21,Northwest Territories,0
2020-10-21,Nova Scotia,65
2020-10-21,Nunavut,0
2020-10-21,Ontario,3115
2020-10-21,Prince Edward Island,0
2020-10-21,Quebec,6137
2020-10-21,Saskatchewan,25
2020-10-21,Yukon,0
2020-10-22,Alberta,296
2020-10-22,British Columbia,256
2020-10-22,Manitoba,47
2020-10-22,New Brunswick,4
2020-10-22,Newfoundland and Labrador,4
2020-10-22,Northwest Territories,0
2020-10-22,Nova Scotia,65
2020-10-22,Nunavut,0
2020-10-22,Ontario,3124
2020-10-22,Prince Edward Island,0
2020-10-22,Quebec,6155
2020-10-22,Saskatchewan,25
2020-10-22,Yukon,0
2020-10-23,Alberta,300
2020-10-23,British Columbia,256
2020-10-23,Manitoba,48
2020-10-23,New Brunswick,4
2020-10-23,Newfoundland and Labrador,4
2020-10-23,Northwest Territories,0
2020-10-23,Nova Scotia,65
2020-10-23,Nunavut,0
2020-10-23,Ontario,3131
2020-10-23,Prince Edward Island,0
2020-10-23,Quebec,6170
2020-10-23,Saskatchewan,25
2020-10-23,Yukon,0
2020-10-24,Alberta,300
2020-10-24,British Columbia,256
2020-10-24,Manitoba,50
2020-10-24,New Brunswick,4
2020-10-24,Newfoundland and Labrador,4
2020-10-24,Northwest Territories,0
2020-10-24,Nova Scotia,65
2020-10-24,Nunavut,0
2020-10-24,Ontario,3132
2020-10-24,Prince Edward Island,0
2020-10-24,Quebec,6189
2020-10-24,Saskatchewan,25
2020-10-24,Yukon,0
2020-10-25,Alberta,300
2020-10-25,British Columbia,256
2020-10-25,Manitoba,54
2020-10-25,New Brunswick,6
2020-10-25,Newfoundland and Labrador,4
2020-10-25,Northwest Territories,0
2020-10-25,Nova Scotia,65
2020-10-25,Nunavut,0
2020-10-25,Ontario,3141
2020-10-25,Prince Edward Island,0
2020-10-25,Quebec,6205
2020-10-25,Saskatchewan,25
2020-10-25,Yukon,0
2020-10-26,Alberta,307
2020-10-26,British Columbia,259
2020-10-26,Manitoba,55
2020-10-26,New Brunswick,6
2020-10-26,Newfoundland and Labrador,4
2020-10-26,Northwest Territories,0
2020-10-26,Nova Scotia,65
2020-10-26,Nunavut,0
2020-10-26,Ontario,3151
2020-10-26,Prince Edward Island,0
2020-10-26,Quebec,6222
2020-10-26,Saskatchewan,25
2020-10-26,Yukon,0
2020-10-27,Alberta,309
2020-10-27,British Columbia,259
2020-10-27,Manitoba,58
2020-10-27,New Brunswick,6
2020-10-27,Newfoundland and Labrador,4
2020-10-27,Northwest Territories,0
2020-10-27,Nova Scotia,65
2020-10-27,Nunavut,0
2020-10-27,Ontario,3153
2020-10-27,Prince Edward Island,0
2020-10-27,Quebec,6240
2020-10-27,Saskatchewan,25
2020-10-27,Yukon,0
2020-10-28,Alberta,313
2020-10-28,British Columbia,261
2020-10-28,Manitoba,61
2020-10-28,New Brunswick,6
2020-10-28,Newfoundland and Labrador,4
2020-10-28,Northwest Territories,0
2020-10-28,Nova Scotia,65
2020-10-28,Nunavut,0
2020-10-28,Ontario,3159
2020-10-28,Prince Edward Island,0
2020-10-28,Quebec,6263
2020-10-28,Saskatchewan,25
2020-10-28,Yukon,0
2020-10-29,Alberta,318
2020-10-29,British Columbia,262
2020-10-29,Manitoba,62
2020-10-29,New Brunswick,6
2020-10-29,Newfoundland and Labrador,4
2020-10-29,Northwest Territories,0
2020-10-29,Nova Scotia,65
2020-10-29,Nunavut,0
2020-10-29,Ontario,3170
2020-10-29,Prince Edward Island,0
2020-10-29,Quebec,6279
2020-10-29,Saskatchewan,25
2020-10-29,Yukon,0
2020-10-30,Alberta,323
2020-10-30,British Columbia,263
2020-10-30,Manitoba,65
2020-10-30,New Brunswick,6
2020-10-30,Newfoundland and Labrador,4
2020-10-30,Northwest Territories,0
2020-10-30,Nova Scotia,65
2020-10-30,Nunavut,0
2020-10-30,Ontario,3179
2020-10-30,Prince Edward Island,0
2020-10-30,Quebec,6305
2020-10-30,Saskatchewan,25
2020-10-30,Yukon,1
2020-10-31,Alberta,323
2020-10-31,British Columbia,263
2020-10-31,Manitoba,67
2020-10-31,New Brunswick,6
2020-10-31,Newfoundland and Labrador,4
2020-10-31,Northwest Territories,0
2020-10-31,Nova Scotia,65
2020-10-31,Nunavut,0
2020-10-31,Ontario,3186
2020-10-31,Prince Edward Island,0
2020-10-31,Quebec,6335
2020-10-31,Saskatchewan,25
2020-10-31,Yukon,1
2020-11-01,Alberta,323
2020-11-01,British Columbia,263
2020-11-01,Manitoba,75
2020-11-01,New Brunswick,6
2020-11-01,Newfoundland and Labrador,4
2020-11-01,Northwest Territories,0
2020-11-01,Nova Scotia,65
2020-11-01,Nunavut,0
2020-11-01,Ontario,3195
2020-11-01,Prince Edward Island,0
2020-11-01,Quebec,6355
2020-11-01,Saskatchewan,25
2020-11-01,Yukon,1
2020-11-02,Alberta,323
2020-11-02,British Columbia,269
2020-11-02,Manitoba,80
2020-11-02,New Brunswick,6
2020-11-02,Newfoundland and Labrador,4
2020-11-02,Northwest Territories,0
2020-11-02,Nova Scotia,65
2020-11-02,Nunavut,0
2020-11-02,Ontario,3205
2020-11-02,Prince Edward Island,0
2020-11-02,Quebec,6366
2020-11-02,Saskatchewan,25
2020-11-02,Yukon,1
2020-11-03,Alberta,338
2020-11-03,British Columbia,272
2020-11-03,Manitoba,85
2020-11-03,New Brunswick,6
2020-11-03,Newfoundland and Labrador,4
2020-11-03,Northwest Territories,0
2020-11-03,Nova Scotia,65
2020-11-03,Nunavut,0
2020-11-03,Ontario,3220
2020-11-03,Prince Edward Island,0
2020-11-03,Quebec,6386
2020-11-03,Saskatchewan,25
2020-11-03,Yukon,1
2020-11-04,Alberta,338
2020-11-04,British Columbia,273
2020-11-04,Manitoba,87
2020-11-04,New Brunswick,6
2020-11-04,Newfoundland and Labrador,4
2020-11-04,Northwest Territories,0
2020-11-04,Nova Scotia,65
2020-11-04,Nunavut,0
2020-11-04,Ontario,3235
2020-11-04,Prince Edward Island,0
2020-11-04,Quebec,6409
2020-11-04,Saskatchewan,25
2020-11-04,Yukon,1
2020-11-05,Alberta,343
2020-11-05,British Columbia,273
2020-11-05,Manitoba,91
2020-11-05,New Brunswick,6
2020-11-05,Newfoundland and Labrador,4
2020-11-05,Northwest Territories,0
2020-11-05,Nova Scotia,65
2020-11-05,Nunavut,0
2020-11-05,Ontario,3245
2020-11-05,Prince Edward Island,0
2020-11-05,Quebec,6430
2020-11-05,Saskatchewan,25
2020-11-05,Yukon,1
2020-11-06,Alberta,352
2020-11-06,British Columbia,275
2020-11-06,Manitoba,96
2020-11-06,New Brunswick,6
2020-11-06,Newfoundland and Labrador,4
2020-11-06,Northwest Territories,0
2020-11-06,Nova Scotia,65
2020-11-06,Nunavut,0
2020-11-06,Ontario,3265
2020-11-06,Prince Edward Island,0
2020-11-06,Quebec,6456
2020-11-06,Saskatchewan,25
2020-11-06,Yukon,1
2020-11-07,Alberta,357
2020-11-07,British Columbia,276
2020-11-07,Manitoba,103
2020-11-07,New Brunswick,6
2020-11-07,Newfoundland and Labrador,4
2020-11-07,Northwest Territories,0
2020-11-07,Nova Scotia,65
2020-11-07,Nunavut,0
2020-11-07,Ontario,3276
2020-11-07,Prince Edward Island,0
2020-11-07,Quebec,6477
2020-11-07,Saskatchewan,27
2020-11-07,Yukon,1
2020-11-08,Alberta,363
2020-11-08,British Columbia,276
2020-11-08,Manitoba,106
2020-11-08,New Brunswick,6
2020-11-08,Newfoundland and Labrador,4
2020-11-08,Northwest Territories,0
2020-11-08,Nova Scotia,65
2020-11-08,Nunavut,0
2020-11-08,Ontario,3285
2020-11-08,Prince Edward Island,0
2020-11-08,Quebec,6506
2020-11-08,Saskatchewan,28
2020-11-08,Yukon,1
2020-11-09,Alberta,369
2020-11-09,British Columbia,281
2020-11-09,Manitoba,109
2020-11-09,New Brunswick,6
2020-11-09,Newfoundland and Labrador,4
2020-11-09,Northwest Territories,0
2020-11-09,Nova Scotia,65
2020-11-09,Nunavut,0
2020-11-09,Ontario,3300
2020-11-09,Prince Edward Island,0
2020-11-09,Quebec,6537
2020-11-09,Saskatchewan,29
2020-11-09,Yukon,1
2020-11-10,Alberta,376
2020-11-10,British Columbia,284
2020-11-10,Manitoba,114
2020-11-10,New Brunswick,6
2020-11-10,Newfoundland and Labrador,4
2020-11-10,Northwest Territories,0
2020-11-10,Nova Scotia,65
2020-11-10,Nunavut,0
2020-11-10,Ontario,3320
2020-11-10,Prince Edward Island,0
2020-11-10,Quebec,6569
2020-11-10,Saskatchewan,29
2020-11-10,Yukon,1
2020-11-11,Alberta,383
2020-11-11,British Columbia,284
2020-11-11,Manitoba,123
2020-11-11,New Brunswick,6
2020-11-11,Newfoundland and Labrador,4
2020-11-11,Northwest Territories,0
2020-11-11,Nova Scotia,65
2020-11-11,Nunavut,0
2020-11-11,Ontario,3337
2020-11-11,Prince Edward Island,0
2020-11-11,Quebec,6599
2020-11-11,Saskatchewan,29
2020-11-11,Yukon,1
2020-11-12,Alberta,393
2020-11-12,British Columbia,288
2020-11-12,Manitoba,132
2020-11-12,New Brunswick,6
2020-11-12,Newfoundland and Labrador,4
2020-11-12,Northwest Territories,0
2020-11-12,Nova Scotia,65
2020-11-12,Nunavut,0
2020-11-12,Ontario,3352
2020-11-12,Prince Edward Island,0
2020-11-12,Quebec,6634
2020-11-12,Saskatchewan,29
2020-11-12,Yukon,1
2020-11-13,Alberta,398
2020-11-13,British Columbia,290
2020-11-13,Manitoba,137
2020-11-13,New Brunswick,6
2020-11-13,Newfoundland and Labrador,4
2020-11-13,Northwest Territories,0
2020-11-13,Nova Scotia,65
2020-11-13,Nunavut,0
2020-11-13,Ontario,3368
2020-11-13,Prince Edward Island,0
2020-11-13,Quebec,6652
2020-11-13,Saskatchewan,29
2020-11-13,Yukon,1
2020-11-14,Alberta,401
2020-11-14,British Columbia,290
2020-11-14,Manitoba,152
2020-11-14,New Brunswick,6
2020-11-14,Newfoundland and Labrador,4
2020-11-14,Northwest Territories,0
2020-11-14,Nova Scotia,65
2020-11-14,Nunavut,0
2020-11-14,Ontario,3387
2020-11-14,Prince Edward Island,0
2020-11-14,Quebec,6677
2020-11-14,Saskatchewan,29
2020-11-14,Yukon,1
2020-11-15,Alberta,407
2020-11-15,British Columbia,290
2020-11-15,Manitoba,162
2020-11-15,New Brunswick,6
2020-11-15,Newfoundland and Labrador,4
2020-11-15,Northwest Territories,0
2020-11-15,Nova Scotia,65
2020-11-15,Nunavut,0
2020-11-15,Ontario,3408
2020-11-15,Prince Edward Island,0
2020-11-15,Quebec,6703
2020-11-15,Saskatchewan,31
2020-11-15,Yukon,1
2020-11-16,Alberta,427
2020-11-16,British Columbia,299
2020-11-16,Manitoba,172
2020-11-16,New Brunswick,6
2020-11-16,Newfoundland and Labrador,4
2020-11-16,Northwest Territories,0
2020-11-16,Nova Scotia,65
2020-11-16,Nunavut,0
2020-11-16,Ontario,3418
2020-11-16,Prince Edward Island,0
2020-11-16,Quebec,6728
2020-11-16,Saskatchewan,31
2020-11-16,Yukon,1
2020-11-17,Alberta,432
2020-11-17,British Columbia,310
2020-11-17,Manitoba,179
2020-11-17,New Brunswick,6
2020-11-17,Newfoundland and Labrador,4
2020-11-17,Northwest Territories,0
2020-11-17,Nova Scotia,65
2020-11-17,Nunavut,0
2020-11-17,Ontario,3432
2020-11-17,Prince Edward Island,0
2020-11-17,Quebec,6759
2020-11-17,Saskatchewan,31
2020-11-17,Yukon,1
2020-11-18,Alberta,443
2020-11-18,British Columbia,320
2020-11-18,Manitoba,190
2020-11-18,New Brunswick,6
2020-11-18,Newfoundland and Labrador,4
2020-11-18,Northwest Territories,0
2020-11-18,Nova Scotia,65
2020-11-18,Nunavut,0
2020-11-18,Ontario,3466
2020-11-18,Prince Edward Island,0
2020-11-18,Quebec,6796
2020-11-18,Saskatchewan,32
2020-11-18,Yukon,1
2020-11-19,Alberta,451
2020-11-19,British Columbia,321
2020-11-19,Manitoba,198
2020-11-19,New Brunswick,6
2020-11-19,Newfoundland and Labrador,4
2020-11-19,Northwest Territories,0
2020-11-19,Nova Scotia,65
2020-11-19,Nunavut,0
2020-11-19,Ontario,3491
2020-11-19,Prince Edward Island,0
2020-11-19,Quebec,6824
2020-11-19,Saskatchewan,32
2020-11-19,Yukon,1
2020-11-20,Alberta,462
2020-11-20,British Columbia,331
2020-11-20,Manitoba,207
2020-11-20,New Brunswick,6
2020-11-20,Newfoundland and Labrador,4
2020-11-20,Northwest Territories,0
2020-11-20,Nova Scotia,65
2020-11-20,Nunavut,0
2020-11-20,Ontario,3501
2020-11-20,Prince Edward Island,0
2020-11-20,Quebec,6850
2020-11-20,Saskatchewan,33
2020-11-20,Yukon,1
2020-11-21,Alberta,471
2020-11-21,British Columbia,331
2020-11-21,Manitoba,217
2020-11-21,New Brunswick,6
2020-11-21,Newfoundland and Labrador,4
2020-11-21,Northwest Territories,0
2020-11-21,Nova Scotia,65
2020-11-21,Nunavut,0
2020-11-21,Ontario,3520
2020-11-21,Prince Edward Island,0
2020-11-21,Quebec,6878
2020-11-21,Saskatchewan,33
2020-11-21,Yukon,1
2020-11-22,Alberta,471
2020-11-22,British Columbia,331
2020-11-22,Manitoba,229
2020-11-22,New Brunswick,6
2020-11-22,Newfoundland and Labrador,4
2020-11-22,Northwest Territories,0
2020-11-22,Nova Scotia,65
2020-11-22,Nunavut,0
2020-11-22,Ontario,3532
2020-11-22,Prince Edward Island,0
2020-11-22,Quebec,6910
2020-11-22,Saskatchewan,33
2020-11-22,Yukon,1
2020-11-23,Alberta,476
2020-11-23,British Columbia,348
2020-11-23,Manitoba,236
2020-11-23,New Brunswick,7
2020-11-23,Newfoundland and Labrador,4
2020-11-23,Northwest Territories,0
2020-11-23,Nova Scotia,65
2020-11-23,Nunavut,0
2020-11-23,Ontario,3553
2020-11-23,Prince Edward Island,0
2020-11-23,Quebec,6934
2020-11-23,Saskatchewan,37
2020-11-23,Yukon,1
2020-11-24,Alberta,492
2020-11-24,British Columbia,358
2020-11-24,Manitoba,248
2020-11-24,New Brunswick,7
2020-11-24,Newfoundland and Labrador,4
2020-11-24,Northwest Territories,0
2020-11-24,Nova Scotia,65
2020-11-24,Nunavut,0
2020-11-24,Ontario,3576
2020-11-24,Prince Edward Island,0
2020-11-24,Quebec,6973
2020-11-24,Saskatchewan,37
2020-11-24,Yukon,1
2020-11-25,Alberta,500
2020-11-25,British Columbia,371
2020-11-25,Manitoba,256
2020-11-25,New Brunswick,7
2020-11-25,Newfoundland and Labrador,4
2020-11-25,Northwest Territories,0
2020-11-25,Nova Scotia,65
2020-11-25,Nunavut,0
2020-11-25,Ontario,3576
2020-11-25,Prince Edward Island,0
2020-11-25,Quebec,7002
2020-11-25,Saskatchewan,37
2020-11-25,Yukon,1
2020-11-26,Alberta,510
2020-11-26,British Columbia,384
2020-11-26,Manitoba,266
2020-11-26,New Brunswick,7
2020-11-26,Newfoundland and Labrador,4
2020-11-26,Northwest Territories,0
2020-11-26,Nova Scotia,65
2020-11-26,Nunavut,0
2020-11-26,Ontario,3593
2020-11-26,Prince Edward Island,0
2020-11-26,Quebec,7031
2020-11-26,Saskatchewan,40
2020-11-26,Yukon,1
2020-11-27,Alberta,519
2020-11-27,British Columbia,395
2020-11-27,Manitoba,280
2020-11-27,New Brunswick,7
2020-11-27,Newfoundland and Labrador,4
2020-11-27,Northwest Territories,0
2020-11-27,Nova Scotia,65
2020-11-27,Nunavut,0
2020-11-27,Ontario,3616
2020-11-27,Prince Edward Island,0
2020-11-27,Quebec,7056
2020-11-27,Saskatchewan,44
2020-11-27,Yukon,1
2020-11-28,Alberta,524
2020-11-28,British Columbia,395
2020-11-28,Manitoba,290
2020-11-28,New Brunswick,7
2020-11-28,Newfoundland and Labrador,4
2020-11-28,Northwest Territories,0
2020-11-28,Nova Scotia,65
2020-11-28,Nunavut,0
2020-11-28,Ontario,3640
2020-11-28,Prince Edward Island,0
2020-11-28,Quebec,7084
2020-11-28,Saskatchewan,45
2020-11-28,Yukon,1
2020-11-29,Alberta,533
2020-11-29,British Columbia,395
2020-11-29,Manitoba,301
2020-11-29,New Brunswick,7
2020-11-29,Newfoundland and Labrador,4
2020-11-29,Northwest Territories,0
2020-11-29,Nova Scotia,65
2020-11-29,Nunavut,0
2020-11-29,Ontario,3661
2020-11-29,Prince Edward Island,0
2020-11-29,Quebec,7117
2020-11-29,Saskatchewan,45
2020-11-29,Yukon,1
2020-11-30,Alberta,541
2020-11-30,British Columbia,441
2020-11-30,Manitoba,312
2020-11-30,New Brunswick,7
2020-11-30,Newfoundland and Labrador,4
2020-11-30,Northwest Territories,0
2020-11-30,Nova Scotia,65
2020-11-30,Nunavut,0
2020-11-30,Ontario,3672
2020-11-30,Prince Edward Island,0
2020-11-30,Quebec,7148
2020-11-30,Saskatchewan,47
2020-11-30,Yukon,1
2020-12-01,Alberta,551
2020-12-01,British Columbia,457
2020-12-01,Manitoba,328
2020-12-01,New Brunswick,7
2020-12-01,Newfoundland and Labrador,4
2020-12-01,Northwest Territories,0
2020-12-01,Nova Scotia,65
2020-12-01,Nunavut,0
2020-12-01,Ontario,3680
2020-12-01,Prince Edward Island,0
2020-12-01,Quebec,7172
2020-12-01,Saskatchewan,51
2020-12-01,Yukon,1
2020-12-02,Alberta,561
2020-12-02,British Columbia,469
2020-12-02,Manitoba,342
2020-12-02,New Brunswick,7
2020-12-02,Newfoundland and Labrador,4
2020-12-02,Northwest Territories,0
2020-12-02,Nova Scotia,65
2020-12-02,Nunavut,0
2020-12-02,Ontario,3714
2020-12-02,Prince Edward Island,0
2020-12-02,Quebec,7206
2020-12-02,Saskatchewan,53
2020-12-02,Yukon,1
2020-12-03,Alberta,575
2020-12-03,British Columbia,481
2020-12-03,Manitoba,353
2020-12-03,New Brunswick,7
2020-12-03,Newfoundland and Labrador,4
2020-12-03,Northwest Territories,0
2020-12-03,Nova Scotia,65
2020-12-03,Nunavut,0
2020-12-03,Ontario,3727
2020-12-03,Prince Edward Island,0
2020-12-03,Quebec,7245
2020-12-03,Saskatchewan,54
2020-12-03,Yukon,1
2020-12-04,Alberta,590
2020-12-04,British Columbia,492
2020-12-04,Manitoba,362
2020-12-04,New Brunswick,7
2020-12-04,Newfoundland and Labrador,4
2020-12-04,Northwest Territories,0
2020-12-04,Nova Scotia,65
2020-12-04,Nunavut,0
2020-12-04,Ontario,3759
2020-12-04,Prince Edward Island,0
2020-12-04,Quebec,7280
2020-12-04,Saskatchewan,55
2020-12-04,Yukon,1
2020-12-05,Alberta,596
2020-12-05,British Columbia,492
2020-12-05,Manitoba,381
2020-12-05,New Brunswick,7
2020-12-05,Newfoundland and Labrador,4
2020-12-05,Northwest Territories,0
2020-12-05,Nova Scotia,65
2020-12-05,Nunavut,0
2020-12-05,Ontario,3774
2020-12-05,Prince Edward Island,0
2020-12-05,Quebec,7314
2020-12-05,Saskatchewan,55
2020-12-05,Yukon,1
2020-12-06,Alberta,615
2020-12-06,British Columbia,492
2020-12-06,Manitoba,395
2020-12-06,New Brunswick,7
2020-12-06,Newfoundland and Labrador,4
2020-12-06,Northwest Territories,0
2020-12-06,Nova Scotia,65
2020-12-06,Nunavut,0
2020-12-06,Ontario,3794
2020-12-06,Prince Edward Island,0
2020-12-06,Quebec,7342
2020-12-06,Saskatchewan,59
2020-12-06,Yukon,1
2020-12-07,Alberta,631
2020-12-07,British Columbia,527
2020-12-07,Manitoba,407
2020-12-07,New Brunswick,7
2020-12-07,Newfoundland and Labrador,4
2020-12-07,Northwest Territories,0
2020-12-07,Nova Scotia,65
2020-12-07,Nunavut,0
2020-12-07,Ontario,3816
2020-12-07,Prince Edward Island,0
2020-12-07,Quebec,7377
2020-12-07,Saskatchewan,60
2020-12-07,Yukon,1
2020-12-08,Alberta,640
2020-12-08,British Columbia,543
2020-12-08,Manitoba,420
2020-12-08,New Brunswick,7
2020-12-08,Newfoundland and Labrador,4
2020-12-08,Northwest Territories,0
2020-12-08,Nova Scotia,65
2020-12-08,Nunavut,0
2020-12-08,Ontario,3827
2020-12-08,Prince Edward Island,0
2020-12-08,Quebec,7419
2020-12-08,Saskatchewan,66
2020-12-08,Yukon,1
2020-12-09,Alberta,653
2020-12-09,British Columbia,559
2020-12-09,Manitoba,438
2020-12-09,New Brunswick,7
2020-12-09,Newfoundland and Labrador,4
2020-12-09,Northwest Territories,0
2020-12-09,Nova Scotia,65
2020-12-09,Nunavut,0
2020-12-09,Ontario,3861
2020-12-09,Prince Edward Island,0
2020-12-09,Quebec,7449
2020-12-09,Saskatchewan,71
2020-12-09,Yukon,1
2020-12-10,Alberta,666
2020-12-10,British Columbia,587
2020-12-10,Manitoba,451
2020-12-10,New Brunswick,7
2020-12-10,Newfoundland and Labrador,4
2020-12-10,Northwest Territories,0
2020-12-10,Nova Scotia,65
2020-12-10,Nunavut,0
2020-12-10,Ontario,3891
2020-12-10,Prince Edward Island,0
2020-12-10,Quebec,7479
2020-12-10,Saskatchewan,75
2020-12-10,Yukon,1
2020-12-11,Alberta,684
2020-12-11,British Columbia,598
2020-12-11,Manitoba,465
2020-12-11,New Brunswick,8
2020-12-11,Newfoundland and Labrador,4
2020-12-11,Northwest Territories,0
2020-12-11,Nova Scotia,65
2020-12-11,Nunavut,0
2020-12-11,Ontario,3931
2020-12-11,Prince Edward Island,0
2020-12-11,Quebec,7523
2020-12-11,Saskatchewan,75
2020-12-11,Yukon,1
2020-12-12,Alberta,697
2020-12-12,British Columbia,598
2020-12-12,Manitoba,483
2020-12-12,New Brunswick,8
2020-12-12,Newfoundland and Labrador,4
2020-12-12,Northwest Territories,0
2020-12-12,Nova Scotia,65
2020-12-12,Nunavut,0
2020-12-12,Ontario,3949
2020-12-12,Prince Edward Island,0
2020-12-12,Quebec,7561
2020-12-12,Saskatchewan,86
2020-12-12,Yukon,1
2020-12-13,Alberta,719
2020-12-13,British Columbia,598
2020-12-13,Manitoba,490
2020-12-13,New Brunswick,8
2020-12-13,Newfoundland and Labrador,4
2020-12-13,Northwest Territories,0
2020-12-13,Nova Scotia,65
2020-12-13,Nunavut,0
2020-12-13,Ontario,3968
2020-12-13,Prince Edward Island,0
2020-12-13,Quebec,7594
2020-12-13,Saskatchewan,89
2020-12-13,Yukon,1
2020-12-14,Alberta,733
2020-12-14,British Columbia,647
2020-12-14,Manitoba,499
2020-12-14,New Brunswick,8
2020-12-14,Newfoundland and Labrador,4
2020-12-14,Northwest Territories,0
2020-12-14,Nova Scotia,65
2020-12-14,Nunavut,0
2020-12-14,Ontario,3988
2020-12-14,Prince Edward Island,0
2020-12-14,Quebec,7640
2020-12-14,Saskatchewan,91
2020-12-14,Yukon,1
2020-12-15,Alberta,744
2020-12-15,British Columbia,668
2020-12-15,Manitoba,508
2020-12-15,New Brunswick,8
2020-12-15,Newfoundland and Labrador,4
2020-12-15,Northwest Territories,0
2020-12-15,Nova Scotia,65
2020-12-15,Nunavut,0
2020-12-15,Ontario,4017
2020-12-15,Prince Edward Island,0
2020-12-15,Quebec,7679
2020-12-15,Saskatchewan,98
2020-12-15,Yukon,1
2020-12-16,Alberta,760
2020-12-16,British Columbia,692
2020-12-16,Manitoba,523
2020-12-16,New Brunswick,8
2020-12-16,Newfoundland and Labrador,4
2020-12-16,Northwest Territories,0
2020-12-16,Nova Scotia,65
2020-12-16,Nunavut,0
2020-12-16,Ontario,4050
2020-12-16,Prince Edward Island,0
2020-12-16,Quebec,7709
2020-12-16,Saskatchewan,98
2020-12-16,Yukon,1
2020-12-17,Alberta,790
2020-12-17,British Columbia,713
2020-12-17,Manitoba,537
2020-12-17,New Brunswick,8
2020-12-17,Newfoundland and Labrador,4
2020-12-17,Northwest Territories,0
2020-12-17,Nova Scotia,65
2020-12-17,Nunavut,0
2020-12-17,Ontario,4081
2020-12-17,Prince Edward Island,0
2020-12-17,Quebec,7762
2020-12-17,Saskatchewan,105
2020-12-17,Yukon,1
2020-12-18,Alberta,815
2020-12-18,British Columbia,724
2020-12-18,Manitoba,547
2020-12-18,New Brunswick,8
2020-12-18,Newfoundland and Labrador,4
2020-12-18,Northwest Territories,0
2020-12-18,Nova Scotia,65
2020-12-18,Nunavut,0
2020-12-18,Ontario,4112
2020-12-18,Prince Edward Island,0
2020-12-18,Quebec,7796
2020-12-18,Saskatchewan,107
2020-12-18,Yukon,1
2020-12-19,Alberta,841
2020-12-19,British Columbia,724
2020-12-19,Manitoba,556
2020-12-19,New Brunswick,8
2020-12-19,Newfoundland and Labrador,4
2020-12-19,Northwest Territories,0
2020-12-19,Nova Scotia,65
2020-12-19,Nunavut,0
2020-12-19,Ontario,4141
2020-12-19,Prince Edward Island,0
2020-12-19,Quebec,7828
2020-12-19,Saskatchewan,115
2020-12-19,Yukon,1
2020-12-20,Alberta,851
2020-12-20,British Columbia,724
2020-12-20,Manitoba,569
2020-12-20,New Brunswick,8
2020-12-20,Newfoundland and Labrador,4
2020-12-20,Northwest Territories,0
2020-12-20,Nova Scotia,65
2020-12-20,Nunavut,1
2020-12-20,Ontario,4167
2020-12-20,Prince Edward Island,0
2020-12-20,Quebec,7865
2020-12-20,Saskatchewan,118
2020-12-20,Yukon,1
2020-12-21,Alberta,860
2020-12-21,British Columbia,765
2020-12-21,Manitoba,572
2020-12-21,New Brunswick,8
2020-12-21,Newfoundland and Labrador,4
2020-12-21,Northwest Territories,0
2020-12-21,Nova Scotia,65
2020-12-21,Nunavut,1
2020-12-21,Ontario,4181
2020-12-21,Prince Edward Island,0
2020-12-21,Quebec,7901
2020-12-21,Saskatchewan,122
2020-12-21,Yukon,1
2020-12-22,Alberta,871
2020-12-22,British Columbia,777
